,Hospital_ID,District_ID,Instrument_ID,Year_total_HD,Year_total_HI,Year_total_DI,Instument_Count,Annual_Projected_Revenue,Buy_or_not
3639,Hospital 27,District 20,Instrument 2,8183.75,73144.66666666667,31891.211143695014,4.0,5067,1
3640,Hospital 27,District 20,Instrument 3,8183.75,13000.57142857143,36082.17345597898,4.0,448,1
3641,Hospital 27,District 34,Instrument 2,5211.25,73144.66666666667,13357.081534772182,4.0,33324,1
3642,Hospital 27,District 34,Instrument 3,5211.25,13000.57142857143,3073.4128205128204,4.0,11172,1
3643,Hospital 270,District 20,Instrument 2,2205.25,6716.833333333333,31891.211143695014,4.0,6890,1
3644,Hospital 270,District 20,Instrument 3,2205.25,2444.3333333333335,36082.17345597898,4.0,1058,1
3645,Hospital 270,District 28,Instrument 2,4892.75,6716.833333333333,43563.67746686303,4.0,12090,1
3646,Hospital 270,District 28,Instrument 3,4892.75,2444.3333333333335,8155.575221238938,4.0,9806,1
3647,Hospital 270,District 39,Instrument 7,4884.0,10451.0,50323.93251533742,4.0,14648,1
3648,Hospital 270,District 41,Instrument 2,3629.75,6716.833333333333,15395.28094302554,4.0,5544,1
3649,Hospital 270,District 41,Instrument 3,3629.75,2444.3333333333335,26894.46508379888,4.0,6840,1
3650,Hospital 270,District 41,Instrument 5,3629.75,4486.0,11379.309133489462,4.0,1800,1
3651,Hospital 271,District 17,Instrument 2,10739.0,34414.27272727273,28658.620087336243,4.0,29908,1
3652,Hospital 271,District 20,Instrument 2,10933.0,34414.27272727273,31891.211143695014,5.0,11160,1
3653,Hospital 271,District 20,Instrument 3,10933.0,13190.076923076924,36082.17345597898,5.0,3660,1
3654,Hospital 271,District 34,Instrument 2,7914.833333333333,34414.27272727273,13357.081534772182,6.0,86220,1
3655,Hospital 271,District 34,Instrument 3,7914.833333333333,13190.076923076924,3073.4128205128204,6.0,15608,1
3656,Hospital 271,District 34,Instrument 4,7914.833333333333,7592.142857142857,2052.9470588235295,6.0,1020,1
3657,Hospital 271,District 34,Instrument 5,7914.833333333333,4381.8,3254.006896551724,6.0,8400,1
3658,Hospital 271,District 34,Instrument 7,7914.833333333333,8147.857142857143,20523.526829268292,6.0,1548,1
3659,Hospital 271,District 39,Instrument 2,13083.333333333334,34414.27272727273,39004.34179357022,3.0,2187,1
3660,Hospital 271,District 41,Instrument 3,9968.5,13190.076923076924,26894.46508379888,4.0,33810,1
3661,Hospital 271,District 41,Instrument 5,9968.5,4381.8,11379.309133489462,4.0,12000,1
3662,Hospital 271,District 44,Instrument 2,110206.0,34414.27272727273,134584.80909090908,3.0,110376,1
3663,Hospital 271,District 44,Instrument 3,110206.0,13190.076923076924,21512.004587155963,3.0,2340,1
3664,Hospital 271,District 50,Instrument 2,70714.33333333333,34414.27272727273,174719.4918918919,3.0,27846,1
3665,Hospital 272,District 13,Instrument 2,17867.333333333332,12169.666666666666,126076.28636363636,6.0,38400,1
3666,Hospital 272,District 13,Instrument 3,17867.333333333332,3232.75,25765.941964285714,6.0,768,1
3667,Hospital 272,District 20,Instrument 3,1952.5,3232.75,36082.17345597898,2.0,782,1
3668,Hospital 273,District 50,Instrument 3,10276.0,3436.0,22842.88888888889,6.0,9300,1
3669,Hospital 275,District 13,Instrument 2,17756.5,51716.555555555555,126076.28636363636,4.0,2914,1
3670,Hospital 275,District 13,Instrument 3,17756.5,821.6666666666666,25765.941964285714,4.0,2674,1
3671,Hospital 275,District 15,Instrument 2,1332.0,51716.555555555555,7663.1949152542375,2.0,88356,1
3672,Hospital 276,District 12,Instrument 3,3847.0,7656.727272727273,22507.63245823389,1.0,9918,1
3673,Hospital 276,District 13,Instrument 3,24687.2,7656.727272727273,25765.941964285714,5.0,173040,1
3674,Hospital 276,District 13,Instrument 4,24687.2,2586.3333333333335,21466.09442724458,5.0,16380,1
3675,Hospital 276,District 15,Instrument 5,2875.2,16700.5,4594.217948717948,5.0,4500,1
3676,Hospital 276,District 20,Instrument 2,11094.75,18566.217391304348,31891.211143695014,4.0,3214,1
3677,Hospital 276,District 20,Instrument 3,11094.75,7656.727272727273,36082.17345597898,4.0,827,1
3678,Hospital 276,District 28,Instrument 2,10235.142857142857,18566.217391304348,43563.67746686303,7.0,26136,1
3679,Hospital 276,District 28,Instrument 3,10235.142857142857,7656.727272727273,8155.575221238938,7.0,9630,1
3680,Hospital 276,District 34,Instrument 3,449.2,7656.727272727273,3073.4128205128204,5.0,240,1
3681,Hospital 276,District 34,Instrument 5,449.2,16700.5,3254.006896551724,5.0,9240,1
3682,Hospital 276,District 34,Instrument 7,449.2,14824.166666666666,20523.526829268292,5.0,6660,1
3683,Hospital 276,District 4,Instrument 2,17783.0,18566.217391304348,61335.686930091186,1.0,9516,1
3684,Hospital 276,District 41,Instrument 2,5310.0,18566.217391304348,15395.28094302554,5.0,1320,1
3685,Hospital 276,District 41,Instrument 3,5310.0,7656.727272727273,26894.46508379888,5.0,252,1
3686,Hospital 277,District 13,Instrument 2,6677.833333333333,11412.764705882353,126076.28636363636,6.0,51120,1
3687,Hospital 277,District 20,Instrument 2,6941.833333333333,11412.764705882353,31891.211143695014,6.0,5447,1
3688,Hospital 277,District 20,Instrument 3,6941.833333333333,3040.5555555555557,36082.17345597898,6.0,16344,1
3689,Hospital 278,District 13,Instrument 2,23587.2,18495.75,126076.28636363636,5.0,209664,1
3690,Hospital 278,District 13,Instrument 3,23587.2,16080.5,25765.941964285714,5.0,14472,1
3691,Hospital 278,District 13,Instrument 4,23587.2,16356.5,21466.09442724458,5.0,4500,1
3692,Hospital 278,District 20,Instrument 2,7260.0,18495.75,31891.211143695014,3.0,2411,1
3693,Hospital 278,District 41,Instrument 2,50.333333333333336,18495.75,15395.28094302554,3.0,50880,1
3694,Hospital 278,District 41,Instrument 3,50.333333333333336,16080.5,26894.46508379888,3.0,7920,1
3695,Hospital 279,District 32,Instrument 2,995.5,41538.625,10887.244655581948,4.0,71550,1
3696,Hospital 28,District 17,Instrument 2,5454.25,23682.41176470588,28658.620087336243,4.0,76496,1
3697,Hospital 28,District 17,Instrument 3,5454.25,5399.2,2316.848484848485,4.0,22703,1
3698,Hospital 28,District 20,Instrument 2,11880.4,23682.41176470588,31891.211143695014,5.0,18684,1
3699,Hospital 28,District 20,Instrument 3,11880.4,5399.2,36082.17345597898,5.0,31098,1
3700,Hospital 28,District 28,Instrument 5,15218.0,8880.666666666666,4642.685344827586,6.0,17507,1
3701,Hospital 28,District 32,Instrument 5,7444.666666666667,8880.666666666666,4146.619047619048,3.0,6240,1
3702,Hospital 28,District 41,Instrument 2,5798.333333333333,23682.41176470588,15395.28094302554,3.0,10812,1
3703,Hospital 28,District 41,Instrument 3,5798.333333333333,5399.2,26894.46508379888,3.0,7506,1
3704,Hospital 280,District 39,Instrument 2,925.6666666666666,2288.0,39004.34179357022,3.0,15537,1
3705,Hospital 281,District 34,Instrument 2,152.66666666666666,442.0,13357.081534772182,3.0,540,1
3706,Hospital 283,District 18,Instrument 7,8043.75,5585.285714285715,41011.17834394905,4.0,14947,1
3707,Hospital 283,District 20,Instrument 3,14772.25,36464.875,36082.17345597898,4.0,18221,1
3708,Hospital 283,District 50,Instrument 3,9230.0,36464.875,22842.88888888889,1.0,14892,1
3709,Hospital 284,District 13,Instrument 2,10071.5,28042.0,126076.28636363636,4.0,48916,1
3710,Hospital 284,District 13,Instrument 3,10071.5,445.0,25765.941964285714,4.0,44301,1
3711,Hospital 285,District 13,Instrument 2,659.75,44668.5,126076.28636363636,4.0,4039,1
3712,Hospital 285,District 20,Instrument 2,8015.6,44668.5,31891.211143695014,5.0,7613,1
3713,Hospital 285,District 20,Instrument 3,8015.6,3196.4285714285716,36082.17345597898,5.0,7441,1
3714,Hospital 285,District 28,Instrument 2,20195.5,44668.5,43563.67746686303,8.0,40811,1
3715,Hospital 285,District 28,Instrument 3,20195.5,3196.4285714285716,8155.575221238938,8.0,34721,1
3716,Hospital 285,District 28,Instrument 5,20195.5,14572.0,4642.685344827586,8.0,15600,1
3717,Hospital 285,District 34,Instrument 2,2693.25,44668.5,13357.081534772182,4.0,11124,1
3718,Hospital 285,District 34,Instrument 3,2693.25,3196.4285714285716,3073.4128205128204,4.0,3258,1
3719,Hospital 285,District 34,Instrument 4,2693.25,3248.8333333333335,2052.9470588235295,4.0,1812,1
3720,Hospital 286,District 20,Instrument 2,5105.333333333333,207844.33333333334,31891.211143695014,6.0,31771,1
3721,Hospital 286,District 20,Instrument 3,5105.333333333333,34539.2,36082.17345597898,6.0,14859,1
3722,Hospital 286,District 20,Instrument 7,5105.333333333333,77334.5,7843.473584905661,6.0,1638,1
3723,Hospital 286,District 28,Instrument 5,32430.2,6158.0,4642.685344827586,5.0,23410,1
3724,Hospital 287,District 17,Instrument 2,4317.25,5624.0,28658.620087336243,4.0,6187,1
3725,Hospital 287,District 20,Instrument 2,1444.25,5624.0,31891.211143695014,4.0,402,1
3726,Hospital 288,District 48,Instrument 7,12856.8,41.0,20679.814516129034,5.0,112176,1
3727,Hospital 289,District 12,Instrument 2,34326.333333333336,56754.90909090909,88169.7528957529,3.0,109182,1
3728,Hospital 289,District 12,Instrument 3,34326.333333333336,23067.166666666668,22507.63245823389,3.0,8580,1
3729,Hospital 289,District 13,Instrument 2,37885.8,56754.90909090909,126076.28636363636,5.0,202027,1
3730,Hospital 289,District 13,Instrument 4,37885.8,5318.0,21466.09442724458,5.0,19404,1
3731,Hospital 289,District 17,Instrument 2,2343.0,56754.90909090909,28658.620087336243,4.0,193,1
3732,Hospital 289,District 41,Instrument 3,33195.666666666664,23067.166666666668,26894.46508379888,3.0,85849,1
3733,Hospital 289,District 41,Instrument 5,33195.666666666664,9796.5,11379.309133489462,3.0,15804,1
3734,Hospital 289,District 50,Instrument 3,38241.75,23067.166666666668,22842.88888888889,4.0,10800,1
3735,Hospital 29,District 20,Instrument 3,13508.666666666666,16072.0,36082.17345597898,3.0,34680,1
3736,Hospital 29,District 20,Instrument 7,13508.666666666666,12818.0,7843.473584905661,3.0,26081,1
3737,Hospital 290,District 50,Instrument 3,2453042.5,625395.5,22842.88888888889,6.0,442260,1
3738,Hospital 290,District 50,Instrument 5,2453042.5,2020772.0,150119.26628895185,6.0,2811,1
3739,Hospital 290,District 50,Instrument 8,2453042.5,2739634.0,271454.8461538461,6.0,6517199,1
3740,Hospital 293,District 13,Instrument 3,20827.5,6249.166666666667,25765.941964285714,6.0,29651,1
3741,Hospital 293,District 13,Instrument 5,20827.5,13841.166666666666,56086.90536723164,6.0,16599,1
3742,Hospital 293,District 20,Instrument 2,3736.75,13503.75,31891.211143695014,4.0,19800,1
3743,Hospital 293,District 20,Instrument 3,3736.75,6249.166666666667,36082.17345597898,4.0,19290,1
3744,Hospital 293,District 34,Instrument 2,2075.6666666666665,13503.75,13357.081534772182,6.0,360,1
3745,Hospital 293,District 34,Instrument 5,2075.6666666666665,13841.166666666666,3254.006896551724,6.0,600,1
3746,Hospital 293,District 34,Instrument 7,2075.6666666666665,6093.5,20523.526829268292,6.0,480,1
3747,Hospital 293,District 41,Instrument 5,13516.0,13841.166666666666,11379.309133489462,3.0,10950,1
3748,Hospital 293,District 48,Instrument 2,25423.25,13503.75,11187.56,4.0,1170000,1
3749,Hospital 293,District 48,Instrument 7,25423.25,6093.5,20679.814516129034,4.0,120042,1
3750,Hospital 294,District 17,Instrument 2,619.5,9612.5,28658.620087336243,4.0,831,1
3751,Hospital 294,District 17,Instrument 3,619.5,6294.333333333333,2316.848484848485,4.0,475,1
3752,Hospital 294,District 34,Instrument 2,15027.0,9612.5,13357.081534772182,7.0,42330,1
3753,Hospital 294,District 34,Instrument 3,15027.0,6294.333333333333,3073.4128205128204,7.0,51552,1
3754,Hospital 294,District 34,Instrument 4,15027.0,2413.0,2052.9470588235295,7.0,1800,1
3755,Hospital 294,District 34,Instrument 5,15027.0,26625.0,3254.006896551724,7.0,21600,1
3756,Hospital 294,District 34,Instrument 7,15027.0,16989.0,20523.526829268292,7.0,84480,1
3757,Hospital 294,District 34,Instrument 8,15027.0,1875.0,4870.826086956522,7.0,301500,1
3758,Hospital 296,District 13,Instrument 2,80399.8,48955.90909090909,126076.28636363636,5.0,243039,1
3759,Hospital 296,District 13,Instrument 3,80399.8,7676.4,25765.941964285714,5.0,118800,1
3760,Hospital 296,District 32,Instrument 2,14395.0,48955.90909090909,10887.244655581948,4.0,62778,1
3761,Hospital 296,District 32,Instrument 3,14395.0,7676.4,3088.306629834254,4.0,57314,1
3762,Hospital 296,District 41,Instrument 3,7967.666666666667,7676.4,26894.46508379888,3.0,25545,1
3763,Hospital 296,District 50,Instrument 8,129373.0,97501.25,271454.8461538461,3.0,712431,1
3764,Hospital 297,District 20,Instrument 3,9767.0,7679.0,36082.17345597898,2.0,635,1
3765,Hospital 297,District 50,Instrument 2,72832.25,42640.5,174719.4918918919,4.0,247571,1
3766,Hospital 297,District 50,Instrument 3,72832.25,7679.0,22842.88888888889,4.0,54374,1
3767,Hospital 298,District 13,Instrument 2,9361.5,11081.1,126076.28636363636,6.0,68880,1
3768,Hospital 298,District 13,Instrument 5,9361.5,13334.0,56086.90536723164,6.0,7530,1
3769,Hospital 298,District 20,Instrument 2,1764.3333333333333,11081.1,31891.211143695014,3.0,1607,1
3770,Hospital 298,District 20,Instrument 3,1764.3333333333333,2048.8571428571427,36082.17345597898,3.0,4688,1
3771,Hospital 30,District 13,Instrument 2,65447.166666666664,37920.75,126076.28636363636,6.0,17304,1
3772,Hospital 30,District 13,Instrument 3,65447.166666666664,5668.125,25765.941964285714,6.0,3696,1
3773,Hospital 30,District 13,Instrument 4,65447.166666666664,16672.333333333332,21466.09442724458,6.0,576,1
3774,Hospital 30,District 13,Instrument 5,65447.166666666664,60900.0,56086.90536723164,6.0,45180,1
3775,Hospital 30,District 17,Instrument 2,2920.3333333333335,37920.75,28658.620087336243,3.0,1083,1
3776,Hospital 30,District 20,Instrument 2,3195.6666666666665,37920.75,31891.211143695014,6.0,29394,1
3777,Hospital 30,District 20,Instrument 3,3195.6666666666665,5668.125,36082.17345597898,6.0,4410,1
3778,Hospital 30,District 32,Instrument 2,1176.5,37920.75,10887.244655581948,4.0,5400,1
3779,Hospital 30,District 32,Instrument 3,1176.5,5668.125,3088.306629834254,4.0,1542,1
3780,Hospital 30,District 32,Instrument 8,1176.5,497.8,2917.3673469387754,4.0,1018,1
3781,Hospital 30,District 34,Instrument 2,9029.5,37920.75,13357.081534772182,6.0,17220,1
3782,Hospital 30,District 34,Instrument 3,9029.5,5668.125,3073.4128205128204,6.0,2616,1
3783,Hospital 30,District 34,Instrument 4,9029.5,16672.333333333332,2052.9470588235295,6.0,9960,1
3784,Hospital 30,District 34,Instrument 5,9029.5,60900.0,3254.006896551724,6.0,41856,1
3785,Hospital 30,District 34,Instrument 7,9029.5,4675.75,20523.526829268292,6.0,1512,1
3786,Hospital 302,District 20,Instrument 2,5797.6,10023.0,31891.211143695014,5.0,41616,1
3787,Hospital 302,District 20,Instrument 3,5797.6,2404.0,36082.17345597898,5.0,5668,1
3788,Hospital 303,District 15,Instrument 2,791.5,54255.84210526316,7663.1949152542375,4.0,5004,1
3789,Hospital 303,District 15,Instrument 3,791.5,3388.3636363636365,562.4619047619047,4.0,180,1
3790,Hospital 303,District 18,Instrument 7,1418.0,50730.0,41011.17834394905,1.0,1605,1
3791,Hospital 303,District 34,Instrument 2,3305.25,54255.84210526316,13357.081534772182,4.0,468,1
3792,Hospital 303,District 34,Instrument 3,3305.25,3388.3636363636365,3073.4128205128204,4.0,865,1
3793,Hospital 303,District 34,Instrument 4,3305.25,6864.6,2052.9470588235295,4.0,576,1
3794,Hospital 303,District 39,Instrument 7,20437.0,50730.0,50323.93251533742,4.0,101140,1
3795,Hospital 303,District 50,Instrument 5,138876.57142857142,5201.0,150119.26628895185,7.0,3719,1
3796,Hospital 304,District 13,Instrument 2,10521.5,14774.5,126076.28636363636,2.0,25164,1
3797,Hospital 304,District 50,Instrument 2,18647.5,14774.5,174719.4918918919,2.0,103908,1
3798,Hospital 304,District 50,Instrument 3,18647.5,514.0,22842.88888888889,2.0,99515,1
3799,Hospital 305,District 20,Instrument 2,50062.25,85051.33333333333,31891.211143695014,4.0,19200,1
3800,Hospital 31,District 39,Instrument 2,221995.25,99051.0,39004.34179357022,4.0,8095,1
3801,Hospital 31,District 39,Instrument 7,221995.25,116517.33333333333,50323.93251533742,4.0,1680089,1
3802,Hospital 310,No District Available,Instrument 7,78203.0,12724.0,47704.6875,2.0,7928,1
3803,Hospital 311,District 20,Instrument 3,1683.3333333333333,1331.5,36082.17345597898,3.0,6951,1
3804,Hospital 315,District 13,Instrument 2,2379.6,15293.0,126076.28636363636,5.0,8952,1
3805,Hospital 316,District 34,Instrument 2,39.75,709.5,13357.081534772182,4.0,9900,1
3806,Hospital 316,District 34,Instrument 5,39.75,12.0,3254.006896551724,4.0,27000,1
3807,Hospital 316,District 34,Instrument 7,39.75,20.0,20523.526829268292,4.0,1980,1
3808,Hospital 317,District 18,Instrument 2,51571.6,89760.17857142857,102427.68189509306,5.0,53403,1
3809,Hospital 317,District 18,Instrument 7,51571.6,11350.285714285714,41011.17834394905,5.0,19182,1
3810,Hospital 317,District 19,Instrument 2,17531.333333333332,89760.17857142857,27969.565476190477,3.0,52499,1
3811,Hospital 317,District 20,Instrument 2,20516.2,89760.17857142857,31891.211143695014,5.0,5460,1
3812,Hospital 317,District 20,Instrument 3,20516.2,10858.92857142857,36082.17345597898,5.0,540,1
3813,Hospital 317,District 28,Instrument 2,63708.25,89760.17857142857,43563.67746686303,4.0,15030,1
3814,Hospital 317,District 28,Instrument 5,63708.25,35530.0,4642.685344827586,4.0,2160,1
3815,Hospital 317,District 32,Instrument 2,15055.75,89760.17857142857,10887.244655581948,4.0,43200,1
3816,Hospital 317,District 32,Instrument 3,15055.75,10858.92857142857,3088.306629834254,4.0,13630,1
3817,Hospital 317,District 34,Instrument 2,3406.3333333333335,89760.17857142857,13357.081534772182,3.0,3204,1
3818,Hospital 317,District 34,Instrument 3,3406.3333333333335,10858.92857142857,3073.4128205128204,3.0,4500,1
3819,Hospital 317,District 50,Instrument 3,1077610.0,10858.92857142857,22842.88888888889,6.0,84960,1
3820,Hospital 319,District 10,Instrument 3,9502.6,22648.882352941175,9730.675675675675,5.0,18829,1
3821,Hospital 319,District 10,Instrument 4,9502.6,10011.57142857143,1396.5928571428572,5.0,21600,1
3822,Hospital 319,District 10,Instrument 7,9502.6,29400.571428571428,20745.868686868685,5.0,43339,1
3823,Hospital 319,District 13,Instrument 4,11166.4,10011.57142857143,21466.09442724458,5.0,40680,1
3824,Hospital 319,District 13,Instrument 5,11166.4,16148.166666666666,56086.90536723164,5.0,3167,1
3825,Hospital 319,District 15,Instrument 3,29259.0,22648.882352941175,562.4619047619047,4.0,20850,1
3826,Hospital 319,District 15,Instrument 5,29259.0,16148.166666666666,4594.217948717948,4.0,4500,1
3827,Hospital 319,District 15,Instrument 7,29259.0,29400.571428571428,7523.063025210084,4.0,33600,1
3828,Hospital 319,District 16,Instrument 2,478363.0,77020.57692307692,37099.1027027027,1.0,346320,1
3829,Hospital 319,District 17,Instrument 2,19865.75,77020.57692307692,28658.620087336243,4.0,9824,1
3830,Hospital 319,District 18,Instrument 7,177747.8,29400.571428571428,41011.17834394905,5.0,73984,1
3831,Hospital 319,District 19,Instrument 2,44665.666666666664,77020.57692307692,27969.565476190477,3.0,105000,1
3832,Hospital 319,District 28,Instrument 2,4397.666666666667,77020.57692307692,43563.67746686303,3.0,33000,1
3833,Hospital 319,District 28,Instrument 4,4397.666666666667,10011.57142857143,5271.008595988539,3.0,6300,1
3834,Hospital 319,District 34,Instrument 3,2944.4,22648.882352941175,3073.4128205128204,5.0,540,1
3835,Hospital 319,District 34,Instrument 4,2944.4,10011.57142857143,2052.9470588235295,5.0,39138,1
3836,Hospital 319,District 48,Instrument 7,4329.333333333333,29400.571428571428,20679.814516129034,3.0,28011,1
3837,Hospital 319,District 50,Instrument 3,301802.25,22648.882352941175,22842.88888888889,4.0,65200,1
3838,Hospital 319,District 8,Instrument 2,5845.0,77020.57692307692,10836.834008097167,2.0,18348,1
3839,Hospital 32,District 13,Instrument 2,8332.4,11342.0,126076.28636363636,5.0,4176,1
3840,Hospital 32,District 13,Instrument 3,8332.4,7839.125,25765.941964285714,5.0,3144,1
3841,Hospital 32,District 28,Instrument 2,1081.0,11342.0,43563.67746686303,2.0,300,1
3842,Hospital 32,District 33,Instrument 7,30859.0,14845.666666666666,22402.75,1.0,13800,1
3843,Hospital 32,District 34,Instrument 2,2379.8333333333335,11342.0,13357.081534772182,6.0,7590,1
3844,Hospital 32,District 34,Instrument 3,2379.8333333333335,7839.125,3073.4128205128204,6.0,780,1
3845,Hospital 32,District 41,Instrument 3,8329.25,7839.125,26894.46508379888,4.0,57012,1
3846,Hospital 32,District 41,Instrument 5,8329.25,37094.75,11379.309133489462,4.0,1800,1
3847,Hospital 32,District 41,Instrument 8,8329.25,259.5,20820.0,4.0,216,1
3848,Hospital 32,District 44,Instrument 3,1082.0,7839.125,21512.004587155963,2.0,1632,1
3849,Hospital 32,District 50,Instrument 3,48375.0,7839.125,22842.88888888889,6.0,4980,1
3850,Hospital 32,District 50,Instrument 5,48375.0,37094.75,150119.26628895185,6.0,209420,1
3851,Hospital 321,District 20,Instrument 2,3326.0,11315.666666666666,31891.211143695014,3.0,1131,1
3852,Hospital 321,District 20,Instrument 3,3326.0,1066.6,36082.17345597898,3.0,1630,1
3853,Hospital 321,District 34,Instrument 2,2032.6666666666667,11315.666666666666,13357.081534772182,3.0,1102,1
3854,Hospital 321,District 34,Instrument 3,2032.6666666666667,1066.6,3073.4128205128204,3.0,1363,1
3855,Hospital 322,District 28,Instrument 2,927.0,4069.5714285714284,43563.67746686303,3.0,537,1
3856,Hospital 322,District 50,Instrument 3,18849.0,6967.25,22842.88888888889,1.0,2840,1
3857,Hospital 323,District 20,Instrument 2,14009.333333333334,34367.36363636364,31891.211143695014,3.0,106176,1
3858,Hospital 323,District 41,Instrument 3,11004.0,22604.0,26894.46508379888,3.0,22200,1
3859,Hospital 324,District 13,Instrument 2,2461.0,22772.75,126076.28636363636,5.0,1965,1
3860,Hospital 324,District 13,Instrument 5,2461.0,3144.0,56086.90536723164,5.0,22590,1
3861,Hospital 326,District 20,Instrument 2,15706.25,17470.0,31891.211143695014,4.0,6029,1
3862,Hospital 326,District 20,Instrument 3,15706.25,7939.2,36082.17345597898,4.0,24947,1
3863,Hospital 326,District 41,Instrument 3,3443.75,7939.2,26894.46508379888,4.0,124560,1
3864,Hospital 326,District 41,Instrument 5,3443.75,87.0,11379.309133489462,4.0,17568,1
3865,Hospital 326,District 41,Instrument 8,3443.75,1528.6666666666667,20820.0,4.0,48600,1
3866,Hospital 328,District 39,Instrument 2,13353.75,428.0,39004.34179357022,4.0,3424,1
3867,Hospital 328,District 39,Instrument 7,13353.75,52851.0,50323.93251533742,4.0,66716,1
3868,Hospital 33,District 20,Instrument 2,2.5,2647.5,31891.211143695014,2.0,2525,1
3869,Hospital 332,District 12,Instrument 2,43652.0,60828.5,88169.7528957529,2.0,32742,1
3870,Hospital 332,District 13,Instrument 2,134078.0,60828.5,126076.28636363636,5.0,27888,1
3871,Hospital 332,District 13,Instrument 3,134078.0,14725.6875,25765.941964285714,5.0,8153,1
3872,Hospital 332,District 15,Instrument 3,5877.25,14725.6875,562.4619047619047,4.0,300,1
3873,Hospital 332,District 15,Instrument 5,5877.25,80503.75,4594.217948717948,4.0,222,1
3874,Hospital 332,District 15,Instrument 7,5877.25,20656.384615384617,7523.063025210084,4.0,35568,1
3875,Hospital 332,District 18,Instrument 5,110356.33333333333,80503.75,5289.737288135593,6.0,996,1
3876,Hospital 332,District 18,Instrument 7,110356.33333333333,20656.384615384617,41011.17834394905,6.0,5313,1
3877,Hospital 332,District 19,Instrument 7,50026.333333333336,20656.384615384617,12576.304347826086,3.0,6333,1
3878,Hospital 332,District 20,Instrument 2,14923.4,60828.5,31891.211143695014,5.0,1680,1
3879,Hospital 332,District 20,Instrument 3,14923.4,14725.6875,36082.17345597898,5.0,1800,1
3880,Hospital 332,District 20,Instrument 7,14923.4,20656.384615384617,7843.473584905661,5.0,11880,1
3881,Hospital 332,District 21,Instrument 2,24715.6,60828.5,25273.492063492064,5.0,79800,1
3882,Hospital 332,District 28,Instrument 7,2923.1666666666665,20656.384615384617,23774.131944444445,6.0,3510,1
3883,Hospital 332,District 29,Instrument 8,16645.75,12911.0,1593.3095238095239,4.0,41867,1
3884,Hospital 332,District 34,Instrument 2,8039.666666666667,60828.5,13357.081534772182,6.0,9600,1
3885,Hospital 332,District 34,Instrument 4,8039.666666666667,21801.14285714286,2052.9470588235295,6.0,2316,1
3886,Hospital 332,District 34,Instrument 5,8039.666666666667,80503.75,3254.006896551724,6.0,9600,1
3887,Hospital 332,District 34,Instrument 7,8039.666666666667,20656.384615384617,20523.526829268292,6.0,40914,1
3888,Hospital 332,District 39,Instrument 7,57252.75,20656.384615384617,50323.93251533742,4.0,96000,1
3889,Hospital 332,District 41,Instrument 2,19729.2,60828.5,15395.28094302554,5.0,4080,1
3890,Hospital 332,District 41,Instrument 3,19729.2,14725.6875,26894.46508379888,5.0,28560,1
3891,Hospital 332,District 41,Instrument 5,19729.2,80503.75,11379.309133489462,5.0,180,1
3892,Hospital 332,District 44,Instrument 7,45418.0,20656.384615384617,84533.06976744186,2.0,498,1
3893,Hospital 332,District 50,Instrument 3,3068.3333333333335,14725.6875,22842.88888888889,3.0,1439,1
3894,Hospital 332,District 50,Instrument 7,3068.3333333333335,20656.384615384617,12526.34765625,3.0,6312,1
3895,Hospital 332,District 8,Instrument 2,2445.0,60828.5,10836.834008097167,2.0,4902,1
3896,Hospital 332,No District Available,Instrument 8,6369.0,12911.0,34108.651162790695,2.0,2100,1
3897,Hospital 333,District 39,Instrument 2,21984.5,5332.5,39004.34179357022,4.0,36879,1
3898,Hospital 333,District 39,Instrument 4,21984.5,133.0,30865.62093862816,4.0,181,1
3899,Hospital 333,District 39,Instrument 7,21984.5,40613.0,50323.93251533742,4.0,163151,1
3900,Hospital 334,District 50,Instrument 2,838.0,1551.0,174719.4918918919,2.0,5451,1
3901,Hospital 336,District 12,Instrument 2,23193.0,245705.0,88169.7528957529,2.0,69480,1
3902,Hospital 336,District 13,Instrument 2,68918.83333333333,245705.0,126076.28636363636,6.0,79094,1
3903,Hospital 336,District 13,Instrument 3,68918.83333333333,11732.666666666666,25765.941964285714,6.0,70796,1
3904,Hospital 336,District 18,Instrument 2,454519.0,245705.0,102427.68189509306,4.0,370161,1
3905,Hospital 336,District 18,Instrument 7,454519.0,38676.0,41011.17834394905,4.0,404834,1
3906,Hospital 336,District 28,Instrument 5,24174.285714285714,3197.5,4642.685344827586,7.0,19181,1
3907,Hospital 336,District 50,Instrument 3,27693.0,11732.666666666666,22842.88888888889,1.0,30133,1
3908,Hospital 337,District 12,Instrument 2,14717.0,30973.2,88169.7528957529,1.0,34079,1
3909,Hospital 337,District 13,Instrument 2,31513.0,30973.2,126076.28636363636,4.0,50395,1
3910,Hospital 337,District 13,Instrument 3,31513.0,2877.222222222222,25765.941964285714,4.0,1918,1
3911,Hospital 337,District 13,Instrument 5,31513.0,2364.8,56086.90536723164,4.0,50040,1
3912,Hospital 337,District 17,Instrument 2,4890.666666666667,30973.2,28658.620087336243,3.0,9509,1
3913,Hospital 337,District 17,Instrument 3,4890.666666666667,2877.222222222222,2316.848484848485,3.0,2257,1
3914,Hospital 337,District 20,Instrument 2,1740.4,30973.2,31891.211143695014,5.0,9120,1
3915,Hospital 337,District 20,Instrument 3,1740.4,2877.222222222222,36082.17345597898,5.0,4740,1
